Name,Genre,Artist,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Liveness
Diamonds,"hip hop, pop, R&B",Rihanna,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.393,0.109
"Work Hard, Play Hard","hip hop, pop",Wiz Khalifa,0.787,0.666,-4.475,0.0485,0.0409,1.91e-05,0.485,0.296
Part Of Me,pop,Katy Perry,0.678,0.918,-4.63,0.0355,0.000417,0.0,0.769,0.0744
Starships,"hip hop, pop",Nicki Minaj,0.747,0.716,-2.457,0.075,0.135,0.0,0.751,0.251
m.A.A.d city,hip hop,Kendrick Lamar,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.217,0.44
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],pop,Asaf Avidan & the Mojos,0.821,0.676,-6.366,0.0547,0.187,0.0001,0.559,0.0927
Spectrum (Say My Name) - Calvin Harris Remix,"rock, pop, Dance/Electronic",Florence + The Machine,0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.588,0.0966
212,"hip hop, pop, R&B",Azealia Banks,0.847,0.769,-5.761,0.258,0.0145,0.00012,0.626,0.0767
Payphone,pop,Maroon 5,0.743,0.752,-4.813,0.0414,0.0188,0.0,0.545,0.287
Impossible,pop,James Arthur,0.376,0.695,-4.782,0.0933,0.135,0.0,0.302,0.11
Ai Se Eu Te Pego - Live,"country, latin",Michel Teló,0.676,0.935,-4.55,0.0692,0.357,0.0,0.85,0.853
Million Voices - Radio Edit,"pop, Dance/Electronic",Otto Knows,0.582,0.894,-6.298,0.041,0.0022,0.0223,0.0694,0.0664
I Love It,"pop, Dance/Electronic",Icona Pop,0.71,0.901,-2.686,0.0296,0.00828,1.34e-05,0.86,0.172
Rack City,"hip hop, pop",Tyga,0.929,0.339,-10.881,0.371,0.0373,1.96e-05,0.273,0.187
Feel So Close - Radio Edit,"hip hop, pop, Dance/Electronic",Calvin Harris,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.919,0.204
Dance Again,"hip hop, pop, R&B",Jennifer Lopez,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.716,0.0868
Oblivion,"pop, rock, Dance/Electronic",Grimes,0.697,0.529,-8.838,0.0338,0.115,0.901,0.486,0.0895
Rumour Has It,"pop, R&B",Adele,0.612,0.748,-5.014,0.0445,0.617,0.0,0.574,0.167
Paradise,"rock, pop",Coldplay,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.212,0.0833
Turn Up the Music,"hip hop, pop, R&B",Chris Brown,0.594,0.841,-5.792,0.102,0.000238,2.22e-06,0.643,0.156
Lost,"hip hop, pop, R&B",Frank Ocean,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.497,0.167
Let's Go (feat. Ne-Yo),"hip hop, pop, Dance/Electronic",Calvin Harris,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.875,0.294
Hall of Fame (feat. will.i.am),"pop, rock",The Script,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.629,0.123
Don't You Worry Child - Radio Edit,"pop, Dance/Electronic",Swedish House Mafia,0.612,0.84,-3.145,0.0509,0.112,0.0,0.438,0.116
How to Be a Heartbreaker,"pop, Dance/Electronic",MARINA,0.69,0.897,-4.696,0.0506,0.0142,0.0,0.849,0.108
Boyfriend,pop,Justin Bieber,0.717,0.55,-6.019,0.0519,0.0358,0.00198,0.331,0.126
Titanium (feat. Sia),"hip hop, pop, Dance/Electronic",David Guetta,0.604,0.787,-3.674,0.103,0.0679,0.15,0.301,0.127
Domino,"hip hop, pop",Jessie J,0.758,0.557,-4.568,0.034,0.0117,0.0,0.781,0.0418
I Knew You Were Trouble.,pop,Taylor Swift,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.679,0.0335
Hands on the Wheel (feat. Asap Rocky),"hip hop, pop",ScHoolboy Q,0.646,0.784,-7.471,0.108,0.0166,0.0,0.179,0.0721
Try,pop,P!nk,0.674,0.628,-7.079,0.03,0.00144,0.0,0.552,0.0944
Candy,"pop, rock",Robbie Williams,0.715,0.791,-6.63,0.0414,0.0368,0.0,0.879,0.0694
"Young, Wild & Free (feat. Bruno Mars)","hip hop, pop",Snoop Dogg,0.715,0.655,-6.425,0.137,0.0525,0.0,0.531,0.115
As Long As You Love Me,pop,Justin Bieber,0.571,0.873,-3.382,0.1,0.0811,0.0,0.613,0.361
R.I.P. (feat. Tinie Tempah),"hip hop, pop, Dance/Electronic",Rita Ora,0.603,0.831,-3.443,0.0479,0.027,0.0,0.358,0.652
Too Close,rock,Alex Clare,0.588,0.694,-4.278,0.0387,0.00948,0.0,0.271,0.113
Faded,"hip hop, pop",Tyga,0.831,0.667,-8.438,0.188,0.0103,0.0,0.339,0.35
Years - ラジオ・エディット,"pop, Dance/Electronic",Alesso,0.37,0.823,-6.245,0.0805,0.00234,1.91e-06,0.323,0.174
Battle Scars (feat. Lupe Fiasco),pop,Guy Sebastian,0.61,0.863,-2.632,0.206,0.186,0.0,0.508,0.097
The One That Got Away,pop,Katy Perry,0.687,0.792,-4.023,0.0353,0.000802,0.0,0.864,0.2
Silhouettes - Original Radio Edit,"pop, Dance/Electronic",Avicii,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.836,0.121
Somebody That I Used To Know,set(),Gotye,0.863,0.527,-6.896,0.0358,0.607,0.000168,0.674,0.107
Wild Ones (feat. Sia),"hip hop, pop",Flo Rida,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.437,0.262
What Makes You Beautiful,pop,One Direction,0.726,0.787,-2.494,0.0737,0.009,0.0,0.888,0.0596
Born To Die,pop,Lana Del Rey,0.18,0.636,-6.591,0.0439,0.209,0.000133,0.39,0.217
C'Mon,"pop, Dance/Electronic",Kesha,0.558,0.781,-5.448,0.0963,0.00657,0.00144,0.286,0.102
Good Time,"rock, pop",Owl City,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.682,0.371
We'll Be Coming Back (feat. Example),"hip hop, pop, Dance/Electronic",Calvin Harris,0.596,0.952,-4.364,0.0873,0.00131,0.0,0.571,0.598
"Read All About It, Pt. III","pop, R&B",Emeli Sandé,0.63,0.44,-7.186,0.0249,0.822,3.87e-06,0.343,0.0926
Lights - Single Version,"pop, rock, Dance/Electronic",Ellie Goulding,0.682,0.795,-6.17,0.0367,0.0297,0.0391,0.78,0.131
Drive By,pop,Train,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.721,0.0801
Latch,"pop, Dance/Electronic",Disclosure,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.521,0.0895
Princess of China,"rock, pop",Coldplay,0.42,0.69,-6.221,0.0347,0.00385,0.015,0.237,0.287
Live While We're Young,pop,One Direction,0.658,0.837,-2.063,0.0543,0.0629,0.0,0.936,0.0969
Ass Back Home (feat. Neon Hitch),"hip hop, pop",Gym Class Heroes,0.716,0.838,-4.289,0.0513,0.134,0.0,0.646,0.148
Blown Away,"pop, country",Carrie Underwood,0.531,0.843,-2.569,0.0429,0.0909,0.0,0.392,0.0283
Breezeblocks,rock,alt-J,0.616,0.656,-7.298,0.0344,0.096,0.000879,0.286,0.205
Don't Wake Me Up,"hip hop, pop, R&B",Chris Brown,0.602,0.691,-5.197,0.051,0.0548,0.0,0.206,0.144
Stronger (What Doesn't Kill You),"pop, R&B",Kelly Clarkson,0.562,0.939,-4.282,0.0475,0.046,0.0,0.684,0.112
The Motto,"hip hop, pop, R&B",Drake,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.39,0.111
Wide Awake,pop,Katy Perry,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.575,0.392
How We Do (Party),"hip hop, pop, Dance/Electronic",Rita Ora,0.738,0.922,-3.94,0.0833,0.0034,0.0,0.689,0.0986
Feel the Love (feat. John Newman),"pop, Dance/Electronic",Rudimental,0.389,0.706,-6.849,0.0593,0.0026,0.000182,0.238,0.686
Ride,pop,Lana Del Rey,0.373,0.686,-5.52,0.034,0.128,1.96e-06,0.189,0.383
Let Me Love You (Until You Learn To Love Yourself),"pop, R&B",Ne-Yo,0.658,0.677,-6.628,0.0393,0.248,0.0,0.248,0.368
Give Your Heart a Break,pop,Demi Lovato,0.651,0.695,-3.218,0.0487,0.23,0.0,0.569,0.144
Take Care,"hip hop, pop, R&B",Drake,0.629,0.515,-10.358,0.265,0.0267,1.22e-05,0.299,0.0888
Wings,pop,Little Mix,0.738,0.875,-3.141,0.127,0.000673,0.000556,0.538,0.285
It Will Rain,pop,Bruno Mars,0.576,0.835,-6.826,0.0486,0.337,0.0,0.476,0.082
Want U Back,"pop, Dance/Electronic",Cher Lloyd,0.696,0.893,-2.963,0.076,0.0662,0.0,0.573,0.473
Royals,"pop, Dance/Electronic",Lorde,0.674,0.428,-9.504,0.122,0.121,0.0,0.337,0.132
Blurred Lines,"pop, R&B",Robin Thicke,0.861,0.504,-7.707,0.0489,0.00412,1.78e-05,0.881,0.0783
Radioactive,rock,Imagine Dragons,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.236,0.668
Wake Me Up,"pop, Dance/Electronic",Avicii,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.643,0.161
Locked out of Heaven,pop,Bruno Mars,0.726,0.698,-4.165,0.0431,0.049,0.0,0.867,0.309
Thrift Shop (feat. Wanz),"hip hop, pop",Macklemore & Ryan Lewis,0.781,0.526,-6.985,0.293,0.0619,0.0,0.662,0.0457
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"hip hop, Dance/Electronic",Daft Punk,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.862,0.101
Scream & Shout,"hip hop, pop",will.i.am,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.501,0.131
Papaoutai,pop,Stromae,0.733,0.818,-7.222,0.0859,0.0241,0.0,0.253,0.0636
Get Up (Rattle) - Vocal Edit,"pop, Dance/Electronic",Bingo Players,0.801,0.985,-2.69,0.0645,0.0205,6.86e-06,0.722,0.296
La La La,Dance/Electronic,Naughty Boy,0.754,0.677,-4.399,0.0316,0.112,0.0,0.254,0.111
Another Love,pop,Tom Odell,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.131,0.0944
We Own It (Fast & Furious),"hip hop, pop",2 Chainz,0.563,0.902,-4.586,0.402,0.0545,0.0,0.559,0.0524
Play Hard (feat. Ne-Yo & Akon),"hip hop, pop, Dance/Electronic",David Guetta,0.691,0.921,-1.702,0.0533,0.173,0.0,0.8,0.331
Feel This Moment (feat. Christina Aguilera),"hip hop, pop, latin",Pitbull,0.673,0.758,-3.632,0.158,0.039,0.0,0.542,0.341
#thatPOWER,"hip hop, pop",will.i.am,0.797,0.608,-6.096,0.0584,0.00112,7.66e-05,0.402,0.0748
Love Me,"hip hop, pop",Lil Wayne,0.669,0.634,-6.476,0.0327,0.0125,0.0,0.496,0.0946
Can't Hold Us (feat. Ray Dalton),"hip hop, pop",Macklemore & Ryan Lewis,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.847,0.0862
Animals - Radio Edit,"pop, Dance/Electronic",Martin Garrix,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0381,0.0714
Talk Dirty (feat. 2 Chainz),"hip hop, pop",Jason Derulo,0.76,0.652,-7.321,0.232,0.0348,0.0,0.759,0.307
Love Me Again,set(),John Newman,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.213,0.103
Work B**ch,pop,Britney Spears,0.63,0.816,-6.535,0.15,0.124,0.00111,0.85,0.0616
Sweater Weather,"rock, pop",The Neighbourhood,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.398,0.101
Reload - Radio Edit,"pop, Dance/Electronic",Sebastian Ingrosso,0.485,0.724,-4.633,0.0521,0.0736,0.0,0.433,0.0631
Safe And Sound,pop,Capital Cities,0.652,0.783,-4.829,0.0309,0.000189,0.0173,0.836,0.0889
Heart Attack,pop,Demi Lovato,0.504,0.785,-4.802,0.104,0.0738,0.0,0.502,0.239
Why'd You Only Call Me When You're High?,rock,Arctic Monkeys,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.8,0.104
Beauty And A Beat,pop,Justin Bieber,0.602,0.843,-4.831,0.0593,0.000688,5.27e-05,0.526,0.0682
The Monster,hip hop,Eminem,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.624,0.12
Don't Stop the Party (feat. TJR),"hip hop, pop, latin",Pitbull,0.722,0.958,-3.617,0.0912,0.00726,0.0,0.952,0.375
Come & Get It,pop,Selena Gomez,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.573,0.0809
True Love (feat. Lily Allen),pop,P!nk,0.457,0.823,-4.76,0.311,0.00144,0.0,0.578,0.108
White Noise,"pop, Dance/Electronic",Disclosure,0.665,0.844,-6.164,0.0501,0.00963,0.000215,0.902,0.311
I Cry,"hip hop, pop",Flo Rida,0.693,0.822,-5.441,0.0439,0.00616,1.79e-06,0.763,0.315
Black Skinhead,hip hop,Kanye West,0.578,0.825,-6.107,0.322,0.000986,0.0,0.283,0.176
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,pop,Lana Del Rey,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.11,0.13
Berzerk,hip hop,Eminem,0.739,0.872,-4.059,0.333,0.0217,0.0,0.684,0.26
I Love It (feat. Charli XCX),"pop, Dance/Electronic",Icona Pop,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.824,0.153
My Songs Know What You Did In The Dark (Light Em Up),rock,Fall Out Boy,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.567,0.537
Team,"pop, Dance/Electronic",Lorde,0.691,0.582,-7.444,0.0939,0.162,0.0,0.427,0.247
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"pop, Dance/Electronic",Avicii,0.509,0.79,-3.782,0.0374,0.332,6.67e-05,0.638,0.316
Demons,rock,Imagine Dragons,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.428,0.269
One Way or Another (Teenage Kicks),pop,One Direction,0.489,0.867,-3.121,0.071,0.025,0.0,0.409,0.586
I Knew You Were Trouble.,pop,Taylor Swift,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.679,0.0335
Do I Wanna Know?,rock,Arctic Monkeys,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.405,0.217
Waiting All Night (feat. Ella Eyre),"pop, Dance/Electronic",Rudimental,0.544,0.728,-5.358,0.05,0.00264,0.00959,0.281,0.427
Sonnentanz - Sun Don't Shine,"pop, Dance/Electronic",Klangkarussell,0.579,0.549,-8.262,0.0909,0.104,0.0202,0.155,0.0964
Drinking from the Bottle (feat. Tinie Tempah),"hip hop, pop, Dance/Electronic",Calvin Harris,0.665,0.886,-4.175,0.0514,0.0469,6.24e-05,0.53,0.0525
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",hip hop,A$AP Rocky,0.853,0.693,-6.87,0.275,0.0239,0.0,0.662,0.11
Try,pop,P!nk,0.674,0.628,-7.079,0.03,0.00144,0.0,0.552,0.0944
The Fox (What Does the Fox Say?),hip hop,Ylvis,0.703,0.867,-4.292,0.0453,0.107,0.0,0.546,0.119
Burn,"pop, rock, Dance/Electronic",Ellie Goulding,0.559,0.777,-5.031,0.0432,0.31,0.0,0.329,0.105
Harlem Shake,Dance/Electronic,Baauer,0.452,0.794,-5.151,0.0483,0.0111,0.00182,0.282,0.416
I Need Your Love (feat. Ellie Goulding),"hip hop, pop, Dance/Electronic",Calvin Harris,0.695,0.869,-5.066,0.0483,0.41,0.0,0.58,0.237
This Is How We Do,pop,Katy Perry,0.69,0.636,-6.028,0.0457,0.0203,0.0,0.8,0.147
Sail,"pop, rock",AWOLNATION,0.825,0.435,-9.582,0.0568,0.452,0.609,0.243,0.0953
Need U (100%) [feat. A*M*E] - Radio Edit,"pop, Dance/Electronic",Duke Dumont,0.681,0.835,-5.705,0.049,0.00176,0.00183,0.469,0.354
The Other Side,"hip hop, pop",Jason Derulo,0.561,0.836,-3.939,0.1,0.0525,0.0,0.517,0.136
Look Right Through - MK Vocal Edit,Dance/Electronic,Storm Queen,0.832,0.815,-8.035,0.081,0.00304,0.00553,0.519,0.263
Sweet Nothing (feat. Florence Welch),"hip hop, pop, Dance/Electronic",Calvin Harris,0.573,0.929,-3.942,0.109,0.197,0.000112,0.582,0.0567
Unconditionally,pop,Katy Perry,0.555,0.729,-4.813,0.0387,0.00357,0.0,0.369,0.209
Bad (feat. Rihanna) - Remix,"hip hop, pop, R&B",Wale,0.807,0.702,-6.594,0.0748,0.307,0.0,0.447,0.111
Body Party,"pop, R&B",Ciara,0.577,0.576,-6.299,0.0563,0.0143,0.0,0.12,0.602
Started From the Bottom,"hip hop, pop, R&B",Drake,0.794,0.523,-7.829,0.161,0.0331,0.0,0.56,0.156
Wings,pop,Birdy,0.474,0.707,-4.534,0.0253,0.0831,0.0,0.224,0.162
Of The Night,"pop, rock",Bastille,0.67,0.829,-7.2,0.0427,0.0192,0.000225,0.349,0.089
Dear Darlin',"pop, Dance/Electronic",Olly Murs,0.512,0.828,-4.672,0.0454,0.00627,8.73e-06,0.34,0.119
Roar,pop,Katy Perry,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.455,0.354
Sure Be Cool If You Did,country,Blake Shelton,0.576,0.726,-4.625,0.035,0.255,0.0,0.582,0.108
Thinking About You (feat. Ayah Marar),"hip hop, pop, Dance/Electronic",Calvin Harris,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.748,0.0958
Holy Grail,hip hop,JAY-Z,0.676,0.534,-6.901,0.0831,0.0594,8.59e-06,0.156,0.256
Ready or Not,pop,Bridgit Mendler,0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.748,0.107
What About Us,"pop, Dance/Electronic",The Saturdays,0.704,0.68,-4.751,0.0581,0.0059,0.0,0.689,0.213
Pompeii,"pop, rock",Bastille,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.571,0.271
Best Song Ever,pop,One Direction,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.486,0.0789
Hey Porsche,"hip hop, pop, R&B",Nelly,0.726,0.795,-4.653,0.029,0.136,0.0,0.952,0.698
Clarity,"hip hop, pop, Dance/Electronic",Zedd,0.523,0.78,-3.464,0.0753,0.0366,0.0,0.193,0.0751
Wrecking Ball,pop,Miley Cyrus,0.53,0.422,-6.262,0.0342,0.407,0.0,0.349,0.107
Fine China,"hip hop, pop, R&B",Chris Brown,0.659,0.735,-4.758,0.056,0.0466,0.0,0.609,0.111
Lose Yourself to Dance (feat. Pharrell Williams),"hip hop, Dance/Electronic",Daft Punk,0.832,0.659,-7.828,0.057,0.0839,0.00114,0.674,0.0753
This Is What It Feels Like,"pop, Dance/Electronic",Armin van Buuren,0.551,0.833,-5.217,0.03,0.0391,2.77e-06,0.145,0.0632
Mirrors,pop,Justin Timberlake,0.574,0.512,-6.664,0.0503,0.234,0.0,0.512,0.0946
Treasure,pop,Bruno Mars,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.937,0.324
Little Talks,"pop, rock, Folk/Acoustic",Of Monsters and Men,0.457,0.757,-5.177,0.032,0.0206,0.0,0.417,0.146
We Can't Stop,pop,Miley Cyrus,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.484,0.37
Power Trip (feat. Miguel),hip hop,J. Cole,0.667,0.61,-7.054,0.217,0.322,0.000203,0.465,0.426
Still into You,"pop, rock",Paramore,0.602,0.923,-3.763,0.044,0.0098,0.0,0.765,0.0561
human,pop,Christina Perri,0.439,0.489,-6.286,0.0368,0.132,0.000643,0.253,0.114
"Hold On, We're Going Home","hip hop, pop, R&B",Drake,0.773,0.414,-7.436,0.0961,0.00411,3.4e-05,0.289,0.0733
Bonfire Heart,pop,James Blunt,0.575,0.821,-5.7,0.0527,0.181,0.0,0.449,0.124
Daylight,pop,Maroon 5,0.656,0.674,-5.473,0.0269,0.00242,0.0,0.369,0.255
3005,hip hop,Childish Gambino,0.681,0.463,-6.542,0.289,0.128,0.0,0.661,0.0769
Here's to Never Growing Up,pop,Avril Lavigne,0.483,0.871,-3.084,0.101,0.015,0.0,0.716,0.415
22,pop,Taylor Swift,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.668,0.0477
Let Her Go,pop,Passenger,0.509,0.538,-7.335,0.0572,0.385,0.0,0.244,0.104
The Way,pop,Ariana Grande,0.645,0.878,-3.208,0.113,0.294,0.0,0.862,0.076
Stay,"hip hop, pop, R&B",Rihanna,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.125,0.117
Suit & Tie (feat. Jay-Z),pop,Justin Timberlake,0.795,0.596,-3.799,0.219,0.103,0.0,0.357,0.164
When I Was Your Man,pop,Bruno Mars,0.612,0.28,-8.648,0.0434,0.932,0.0,0.387,0.088
Cruise,country,Florida Georgia Line,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.878,0.0536
"Happy - From ""Despicable Me 2""","hip hop, pop",Pharrell Williams,0.647,0.822,-4.662,0.183,0.219,0.0,0.962,0.0908
Dark Horse,pop,Katy Perry,0.647,0.585,-6.123,0.0512,0.00314,0.0,0.353,0.165
Collard Greens,"hip hop, pop",ScHoolboy Q,0.826,0.571,-4.871,0.064,0.0239,7.38e-06,0.666,0.207
Fancy,"hip hop, pop",Iggy Azalea,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.377,0.0491
Animals,pop,Maroon 5,0.279,0.742,-6.46,0.0898,0.000185,0.0,0.328,0.593
Stay With Me,pop,Sam Smith,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.184,0.11
Rude,set(),MAGIC!,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.925,0.305
Chandelier,pop,Sia,0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.572,0.0685
All of Me,"pop, R&B",John Legend,0.422,0.264,-7.064,0.0322,0.922,0.0,0.331,0.132
Faded,Dance/Electronic,ZHU,0.861,0.475,-7.195,0.0487,0.00865,0.119,0.599,0.122
All About That Bass,pop,Meghan Trainor,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.961,0.124
Lovers on the Sun (feat. Sam Martin),"hip hop, pop, Dance/Electronic",David Guetta,0.645,0.891,-2.505,0.0387,0.0932,3.88e-06,0.568,0.379
Black Widow,"hip hop, pop",Iggy Azalea,0.743,0.72,-3.753,0.124,0.192,0.000386,0.519,0.109
Habits (Stay High),"pop, Dance/Electronic",Tove Lo,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.348,0.0829
Gecko (Overdrive) - Radio Edit,"pop, Dance/Electronic",Oliver Heldens,0.609,0.885,-5.469,0.0642,0.00521,1.15e-05,0.76,0.336
You Know You Like It,"hip hop, pop, Dance/Electronic",DJ Snake,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.247,0.306
Talk Dirty (feat. 2 Chainz),"hip hop, pop",Jason Derulo,0.76,0.652,-7.321,0.232,0.0348,0.0,0.759,0.307
Maps,pop,Maroon 5,0.737,0.723,-5.51,0.0295,0.0179,0.0,0.893,0.0675
Bad (feat. Vassy) - Radio Edit,"hip hop, pop, Dance/Electronic",David Guetta,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.411,0.328
2 On (feat. ScHoolboy Q),"hip hop, pop, R&B, Dance/Electronic",Tinashe,0.742,0.595,-7.51,0.107,0.15,0.0,0.431,0.111
My Love (feat. Jess Glynne),"pop, Dance/Electronic",Route 94,0.814,0.622,-7.573,0.0492,0.000132,0.72,0.726,0.0658
Bad Blood,pop,Taylor Swift,0.646,0.794,-6.104,0.19,0.0885,6.16e-06,0.287,0.201
Na Na,"hip hop, pop, R&B",Trey Songz,0.67,0.476,-6.253,0.0406,0.328,0.0,0.235,0.104
Under Control (feat. Hurts),"hip hop, pop, Dance/Electronic",Calvin Harris,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.51,0.115
CoCo,"hip hop, pop",O.T. Genasis,0.886,0.628,-5.949,0.131,0.00215,1.15e-05,0.178,0.31
Wiggle (feat. Snoop Dogg),"hip hop, pop",Jason Derulo,0.697,0.621,-6.886,0.25,0.0802,0.0,0.721,0.162
Prayer in C - Robin Schulz Radio Edit,"pop, rock",Lilly Wood and The Prick,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.78,0.623
Don't Tell 'Em,"hip hop, pop, R&B",Jeremih,0.856,0.527,-5.225,0.0997,0.392,0.0,0.386,0.11
Anaconda,"hip hop, pop",Nicki Minaj,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.646,0.214
Blame (feat. John Newman),"hip hop, pop, Dance/Electronic",Calvin Harris,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.348,0.343
Turn Down for What,"hip hop, pop, Dance/Electronic",DJ Snake,0.818,0.799,-4.1,0.156,0.00107,0.128,0.0815,0.057
Timber (feat. Ke$ha),"hip hop, pop, latin",Pitbull,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.788,0.139
Counting Stars,pop,OneRepublic,0.663,0.705,-4.972,0.0385,0.0654,0.0,0.477,0.117
Hot N*gga,"hip hop, pop",Bobby Shmurda,0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.18,0.0562
Summer,"hip hop, pop, Dance/Electronic",Calvin Harris,0.603,0.861,-3.565,0.0325,0.0215,0.043,0.72,0.1
Man Of The Year,"hip hop, pop",ScHoolboy Q,0.743,0.861,-5.234,0.0428,0.00518,0.0,0.391,0.181
Am I Wrong,"hip hop, pop",Nico & Vinz,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.779,0.55
Shower,"pop, latin",Becky G,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.121,0.285
Nobody To Love - Radio Edit,"pop, Dance/Electronic",Sigma,0.441,0.921,-3.32,0.0436,0.000526,6.34e-06,0.182,0.177
#SELFIE - Original Mix,"pop, Dance/Electronic",The Chainsmokers,0.789,0.915,-3.263,0.248,0.0135,8.77e-06,0.66,0.0818
Team,"pop, Dance/Electronic",Lorde,0.69,0.578,-7.436,0.0929,0.167,0.0,0.416,0.305
Me And My Broken Heart,pop,Rixton,0.545,0.783,-4.261,0.0345,0.00489,0.0,0.551,0.132
Jubel - Radio Edit,"pop, Dance/Electronic",Klingande,0.686,0.524,-7.251,0.0343,0.649,0.0569,0.0951,0.14
Waves - Robin Schulz Radio Edit,"hip hop, Dance/Electronic",Mr. Probz,0.829,0.51,-9.334,0.0369,0.00821,0.0014,0.45,0.0829
Only Love Can Hurt Like This,"pop, R&B, Dance/Electronic",Paloma Faith,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.304,0.334
Hideaway,"pop, Dance/Electronic",Kiesza,0.838,0.72,-4.135,0.0483,0.0862,0.00696,0.203,0.0772
Burn,"pop, rock, Dance/Electronic",Ellie Goulding,0.559,0.777,-5.031,0.0432,0.31,0.0,0.329,0.105
Break Free,pop,Ariana Grande,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.284,0.204
Show Me (feat. Chris Brown),"hip hop, pop",Kid Ink,0.711,0.508,-7.299,0.0502,0.0355,0.0,0.663,0.141
Talking Body,"pop, Dance/Electronic",Tove Lo,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.114,0.0823
Loyal (feat. Lil Wayne & Tyga),"hip hop, pop, R&B",Chris Brown,0.841,0.522,-5.963,0.049,0.0168,1.37e-06,0.616,0.188
Love Runs Out,pop,OneRepublic,0.719,0.935,-3.752,0.0589,0.167,0.0,0.738,0.0973
Up (feat. Demi Lovato),"pop, Dance/Electronic",Olly Murs,0.69,0.845,-4.676,0.0339,0.0193,0.0,0.638,0.101
High (feat. Nicole Millar),Dance/Electronic,Peking Duk,0.525,0.803,-4.052,0.0492,0.00129,0.000868,0.383,0.29
